study_hours,attendance,assignments_score,exam_score,sleep_hours,final_result
2.3,31,40,74,5.2,1
9.1,62,87,74,6.4,1
5.5,77,47,73,8.3,1
7.1,54,26,41,9.3,1
11.6,49,93,74,7.4,1
10.3,39,68,100,6.1,1
4.7,55,80,82,7.5,1
4.5,88,73,74,7.3,1
8.9,77,24,100,4.4,1
1.9,76,22,55,7.3,1
8.8,40,23,85,3.6,1
2.2,63,30,69,9.7,1
11.2,78,49,43,5.7,1
9.2,68,69,87,9.9,1
2.1,62,85,67,6.3,1
10.0,63,85,30,4.7,1
9.2,92,88,90,9.0,1
7.9,75,92,58,3.2,1
7.9,98,31,96,5.2,1
11.1,71,29,26,8.3,1
10.9,87,27,69,4.2,1
3.9,98,50,38,5.1,1
8.4,36,85,27,8.7,1
8.4,97,20,95,5.3,1
3.5,60,33,77,9.5,1
5.5,41,37,36,5.6,1
5.4,32,87,71,5.1,1
9.7,96,25,86,7.7,1
9.6,60,88,29,9.9,1
8.8,64,88,57,6.2,1
8.7,35,87,92,4.4,1
5.9,92,61,79,8.1,1
1.7,65,26,42,5.9,1
10.3,90,22,22,4.1,1
8.3,41,63,67,6.9,1
5.9,76,72,59,9.1,1
7.3,70,26,43,6.8,1
3.6,46,36,41,3.2,1
5.8,61,75,63,9.6,1
9.2,55,69,25,9.0,1
6.9,35,27,48,8.7,1
2.1,81,55,25,9.8,1
7.9,43,63,35,7.0,1
2.8,71,55,83,6.4,1
2.3,88,95,63,5.3,1
6.3,88,28,99,7.4,1
6.4,78,21,85,3.5,1
6.4,45,25,83,4.1,1
5.1,76,21,53,9.6,1
10.4,83,80,31,7.3,1
9.7,93,69,98,5.1,1
6.9,90,56,91,9.2,1
1.9,79,53,56,5.2,1
7.8,90,37,95,6.0,1
4.0,40,61,36,8.0,1
3.7,99,71,89,3.2,1
11.7,45,53,84,4.1,1
1.6,61,22,23,6.7,0
7.7,97,65,90,4.8,1
1.2,39,93,86,8.6,1
4.3,50,42,91,7.0,1
4.6,34,99,76,9.9,1
7.7,74,68,27,9.6,1
10.5,53,49,98,7.6,1
3.2,97,23,53,7.3,1
10.7,39,48,46,5.7,1
4.4,76,43,61,9.8,1
4.3,94,89,22,10.0,1
7.9,100,26,94,7.1,1
4.2,61,86,45,6.2,1
8.3,30,62,72,8.7,1
3.8,76,98,81,8.2,1
7.9,82,67,64,8.9,1
11.4,100,70,31,5.3,1
6.4,71,45,84,3.0,1
5.2,55,56,36,6.1,1
3.9,56,51,23,6.0,1
7.4,96,38,36,9.3,1
3.6,50,35,44,9.1,0
1.4,80,32,40,4.4,1
7.3,74,43,82,8.4,1
11.3,72,71,24,3.2,1
3.0,65,77,100,9.9,1
1.8,79,57,22,6.7,1
11.7,54,58,49,8.5,1
9.4,59,97,83,8.9,1
3.3,56,55,46,4.8,0
10.3,54,55,36,4.0,1
6.6,74,100,56,9.4,1
10.4,96,97,52,5.3,1
10.6,73,75,85,3.6,1
10.8,96,21,71,8.1,1
6.6,68,72,94,9.4,1
9.2,64,33,36,5.7,1
6.2,46,48,79,7.7,1
6.1,68,23,59,9.6,1
11.4,62,30,21,8.9,1
10.7,51,72,100,6.7,1
9.6,42,99,88,9.1,1
11.5,71,87,51,8.8,1
9.0,61,55,25,9.4,1
3.0,45,32,70,9.4,1
3.0,67,80,41,4.1,0
11.9,65,79,71,4.5,1
4.1,58,50,88,7.6,1
10.7,43,52,26,8.1,1
2.7,68,20,58,6.1,1
1.2,76,42,80,9.0,1
3.0,57,71,95,6.2,1
7.6,95,77,62,7.2,1
8.4,86,38,81,7.0,1
5.1,75,87,35,4.7,1
9.4,42,45,83,8.3,1
2.8,40,92,31,8.6,1
10.9,68,50,25,8.2,1
2.6,99,83,88,7.5,1
10.4,35,25,86,6.6,1
3.9,84,58,34,8.7,1
9.1,100,79,87,8.1,1
3.7,83,75,66,9.7,1
3.7,55,63,35,7.2,0
10.0,41,41,81,4.3,1
10.1,95,33,76,9.0,1
9.5,93,26,43,3.8,1
3.9,64,96,25,3.0,1
11.7,94,58,79,9.9,1
6.9,57,97,38,7.0,1
10.6,88,90,80,6.9,1
10.1,94,56,87,7.9,1
11.4,100,97,58,4.8,1
9.8,46,77,32,8.4,1
4.1,35,65,57,4.5,1
4.1,65,74,95,3.5,1
10.1,66,63,35,7.3,1
7.4,40,70,29,7.3,1
7.4,64,57,86,8.6,1
8.0,78,53,90,8.6,1
7.8,65,47,39,4.4,1
7.2,61,43,40,8.2,1
7.7,64,60,23,8.5,1
3.5,97,39,44,4.3,1
6.2,31,76,75,7.7,1
4.2,33,42,71,7.7,1
2.9,54,95,49,8.0,1
8.2,57,68,64,5.2,1
9.6,34,22,36,3.7,0
8.2,41,48,78,7.1,1
3.4,50,81,69,6.3,1
5.7,94,77,98,6.7,1
5.5,100,66,51,5.5,1
9.5,84,30,80,6.9,1
8.8,79,74,65,7.6,1
3.0,98,64,74,6.5,1
6.8,52,60,75,8.8,1
8.2,67,99,55,6.1,1
10.3,76,87,82,5.3,1
11.7,47,51,43,8.0,1
8.2,55,83,51,6.5,1
3.0,67,39,20,4.1,0
11.8,43,78,23,8.8,1
7.5,55,79,74,4.8,1
1.6,39,62,36,4.2,0
2.6,89,69,70,6.8,1
4.3,45,26,59,7.7,1
3.8,84,94,83,6.3,1
11.4,76,21,29,4.7,1
3.3,64,21,68,5.9,1
5.6,87,22,60,5.1,1
1.5,88,43,92,5.9,1
6.9,69,58,72,4.6,1
3.6,85,64,57,9.0,1
8.3,84,62,56,7.3,1
11.4,55,54,22,6.3,1
9.9,48,61,48,3.5,1
8.3,55,61,46,6.7,1
8.8,69,70,79,4.9,1
8.4,75,80,20,9.4,1
9.4,79,97,53,8.8,1
8.0,75,87,58,3.9,1
3.2,59,62,28,7.4,0
7.2,49,76,68,9.8,1
6.4,100,58,37,5.3,1
5.2,35,22,49,9.4,1
2.0,89,93,87,4.6,1
11.7,75,88,61,3.1,1
5.6,91,84,36,8.1,1
7.4,86,20,63,6.0,1
3.0,51,58,25,3.7,0
2.3,48,93,80,6.7,1
8.1,78,95,79,6.9,1
2.9,46,73,82,6.5,1
7.8,95,37,93,7.9,1
2.7,51,23,74,4.1,1
2.7,79,91,42,6.6,1
1.1,37,27,80,9.8,0
4.9,64,87,23,4.4,0
6.5,62,79,34,9.9,1
10.5,98,80,87,9.6,1
6.2,80,60,66,3.3,1
6.5,84,32,84,7.6,1
9.9,46,51,96,6.7,1
10.2,49,53,99,5.8,1
8.3,36,79,51,4.8,1
6.7,61,51,65,4.4,1
6.6,68,30,37,4.7,1
6.5,54,63,67,4.6,1
8.5,75,55,87,8.2,1
2.4,43,49,80,4.4,1
2.9,72,76,32,8.1,1
11.4,51,43,23,7.3,1
3.1,38,41,61,8.7,1
5.2,32,85,29,3.8,0
10.7,92,74,48,7.7,1
6.5,87,71,97,6.3,1
9.3,54,30,41,5.2,1
1.1,100,29,38,3.1,0
9.0,47,90,60,5.4,1
3.6,46,44,51,6.9,1
2.6,70,50,98,3.8,1
10.3,56,100,45,8.4,1
3.9,71,33,85,8.5,1
8.6,56,87,58,4.1,1
10.4,75,58,34,6.0,1
8.7,40,33,28,5.4,1
7.3,38,75,24,3.8,1
8.2,30,32,91,6.6,1
8.5,65,53,70,8.2,1
4.3,88,90,74,7.5,1
10.0,38,92,100,6.2,1
4.3,81,80,29,8.4,1
4.5,43,97,90,9.1,1
2.7,54,82,32,7.3,1
11.5,81,61,61,8.5,1
4.7,95,47,33,6.5,1
5.8,48,82,74,5.6,1
2.3,58,21,23,6.7,0
6.3,52,92,21,10.0,1
10.9,78,40,41,6.3,1
11.2,89,80,85,7.5,1
10.4,32,87,61,9.3,1
7.3,60,33,53,8.5,1
7.6,49,100,89,3.6,1
4.6,36,21,20,3.9,0
6.2,63,71,88,4.1,1
5.3,30,42,51,9.1,0
8.1,73,96,50,5.3,1
8.7,97,52,96,7.1,1
2.6,70,34,43,4.4,1
11.2,65,65,72,3.8,1
4.0,31,62,91,4.7,1
5.6,76,31,32,8.7,0
8.1,47,69,94,4.7,1
11.8,56,33,94,8.4,1
4.2,67,60,68,7.5,1
7.6,32,61,63,7.0,1
3.0,87,37,68,3.4,1
11.3,45,47,74,6.0,1
4.9,56,46,29,5.7,1
7.3,97,53,98,8.3,1
11.1,45,24,48,7.8,1
4.9,86,96,55,8.5,1
8.8,41,24,83,9.8,1
3.1,86,88,82,9.6,1
4.3,49,89,37,5.1,1
5.9,92,76,51,7.2,1
7.7,92,75,73,8.8,1
1.8,74,44,42,6.9,0
6.4,30,65,65,3.8,1
6.5,59,28,27,4.5,1
9.0,100,95,71,9.8,1
7.8,62,52,29,8.4,1
10.3,76,64,40,3.5,1
3.4,59,100,65,5.6,1
8.3,78,71,51,6.6,1
9.1,94,100,33,9.3,1
2.8,46,73,31,9.4,1
8.9,78,61,30,4.6,1
1.4,69,64,56,8.9,1
5.4,56,53,100,4.9,1
1.9,35,70,39,9.6,1
5.3,61,32,40,4.2,1
2.8,35,42,50,6.9,1
10.6,84,47,58,4.2,1
5.0,86,37,36,7.3,1
8.7,68,52,28,9.3,1
3.5,90,60,51,6.0,1
10.4,69,32,98,4.9,1
11.3,78,34,36,8.7,1
8.3,47,33,38,6.6,1
9.6,77,47,91,5.4,1
11.6,64,53,74,4.7,1
9.8,44,98,76,7.7,1
2.9,36,38,30,6.6,0
2.2,37,23,83,9.0,1
11.3,65,89,40,4.7,1
5.5,90,87,91,3.9,1
7.0,63,53,83,3.4,1
2.3,100,43,61,6.7,1
2.3,57,84,34,4.3,1
6.0,81,39,83,7.4,1
8.7,58,26,69,5.7,1
5.4,86,83,82,6.2,1
2.4,44,72,79,6.6,1
1.8,54,82,59,6.4,1
1.9,80,99,32,4.6,1
1.4,54,61,60,3.3,1
3.6,38,25,38,3.9,0
6.5,41,23,41,5.6,0
3.1,34,79,36,6.4,0
11.4,72,64,61,5.0,1
5.3,83,79,29,6.4,1
4.4,51,29,67,5.7,1
2.2,92,60,56,7.1,1
11.7,34,21,68,7.2,1
10.0,30,68,37,3.6,1
8.6,81,87,56,8.8,1
1.2,86,93,38,7.6,1
7.0,94,23,97,6.4,1
8.9,99,47,31,10.0,1
2.9,49,69,49,7.7,0
10.4,75,40,31,5.6,1
6.2,66,49,98,6.4,1
4.1,78,20,50,7.8,1
8.9,83,22,92,3.5,1
11.5,89,83,26,8.6,1
4.1,54,86,76,9.0,1
6.5,62,96,99,5.9,1
3.7,78,62,67,9.0,1
9.3,93,33,43,5.0,1
1.1,91,36,48,6.6,1
10.0,84,85,79,9.5,1
2.5,83,98,68,8.2,1
9.1,74,43,23,8.5,1
9.7,34,89,70,3.7,1
10.8,33,88,25,3.3,1
5.1,49,58,69,9.0,1
3.5,40,55,77,8.1,1
11.4,82,73,55,3.5,1
5.4,51,95,73,10.0,1
3.4,64,58,97,7.0,1
4.4,71,63,42,7.5,1
5.1,33,86,63,8.2,1
4.1,93,67,68,9.8,1
8.1,38,97,24,5.4,1
1.8,68,93,96,7.0,1
2.6,67,56,48,6.3,1
5.9,82,47,55,5.2,1
1.2,70,59,62,7.1,1
11.4,61,29,90,3.6,1
1.4,66,82,55,5.9,1
11.3,45,28,82,3.4,1
3.3,57,80,20,5.2,0
11.7,76,83,34,3.0,1
5.9,40,27,99,3.8,1
11.3,72,50,34,8.9,1
11.6,59,83,97,9.8,1
5.9,87,71,68,5.5,1
7.5,65,32,22,8.8,1
7.4,90,93,25,4.3,1
2.9,69,80,48,3.7,1
10.5,55,75,66,3.2,1
2.0,49,40,63,8.4,1
1.8,85,42,83,9.7,1
7.0,77,82,58,6.2,1
2.3,65,32,30,9.7,0
4.6,72,86,45,5.6,1
1.6,90,67,20,7.3,1
6.8,94,97,78,7.8,1
7.2,42,94,35,9.2,1
11.5,87,32,88,8.7,1
2.3,97,85,41,7.4,1
2.3,65,55,34,5.9,1
7.5,65,37,55,6.9,1
2.8,74,47,95,5.7,1
4.8,47,55,74,4.4,1
5.3,63,58,82,4.1,1
10.6,58,45,88,8.4,1
3.7,60,86,80,7.4,1
2.8,35,38,60,4.4,1
4.3,51,50,41,9.5,1
3.2,32,60,25,8.8,1
11.5,66,56,74,3.1,1
9.6,77,40,89,3.8,1
4.0,76,95,66,6.8,1
2.0,65,21,42,4.5,1
9.5,41,99,66,6.8,1
11.3,32,25,33,7.5,1
7.9,34,52,30,8.0,1
2.7,33,55,99,9.3,1
8.0,69,97,44,4.6,1
3.5,30,81,36,9.1,1
7.4,35,37,68,6.8,1
3.1,56,70,30,8.6,1
2.7,69,92,55,8.1,1
6.5,33,75,40,9.2,1
5.1,76,53,83,6.3,1
9.6,56,32,68,8.8,1
6.7,95,20,38,5.1,1
3.8,67,55,51,8.5,1
7.0,55,45,81,8.2,1
7.1,81,39,100,3.3,1
10.8,30,54,78,7.5,1
7.5,91,52,56,9.2,1
10.7,38,83,46,4.6,1
8.4,45,35,56,8.9,1
1.6,79,63,55,4.0,0
7.0,52,47,83,8.9,1
8.7,38,97,52,4.4,1
7.0,86,21,83,7.3,1
10.9,91,26,71,9.6,1
5.4,83,54,63,3.3,1
4.7,86,83,30,3.9,1
11.9,52,32,71,3.5,1
8.5,38,99,77,7.5,1
2.7,96,92,47,6.2,1
5.5,66,95,41,9.8,1
10.9,72,87,67,5.9,1
2.8,60,53,82,8.5,1
9.6,70,80,62,8.0,1
4.6,92,21,94,5.3,1
11.6,75,42,91,9.2,1
8.6,55,85,79,3.6,1
6.6,90,73,25,8.6,1
4.8,96,50,99,3.6,1
9.7,87,62,57,5.4,1
6.0,97,78,90,6.4,1
10.6,31,35,21,7.6,0
9.1,33,46,45,4.5,1
8.3,85,69,32,5.1,1
10.8,75,75,24,9.4,1
3.4,34,93,36,7.9,1
7.9,69,22,55,8.7,1
11.9,67,84,41,8.4,1
8.3,47,30,24,4.7,0
9.8,31,61,20,5.3,1
11.5,48,50,89,5.8,1
7.6,72,69,23,4.5,1
7.4,40,81,76,4.5,1
2.4,73,86,60,4.1,1
8.3,54,37,46,8.5,1
11.5,98,93,97,5.9,1
11.1,56,22,89,6.2,1
10.6,90,76,50,6.0,1
9.4,39,94,22,7.0,1
8.4,93,55,94,9.7,1
9.6,96,39,35,6.4,1
9.3,42,24,88,4.8,1
5.9,98,99,58,5.1,1
7.3,60,51,75,8.9,1
10.4,91,83,79,6.8,1
8.6,51,40,36,3.5,0
5.2,53,81,25,6.6,1
5.4,32,36,47,9.6,1
11.4,39,29,48,9.5,1
11.9,40,70,90,4.5,1
5.4,51,76,83,4.1,1
7.2,45,21,50,8.4,1
4.2,99,56,75,7.6,1
4.8,76,28,20,7.8,1
11.5,56,33,100,3.1,1
9.8,71,91,53,7.8,1
8.9,46,66,76,9.5,1
7.6,65,36,61,5.6,1
4.8,69,84,62,9.8,1
7.7,43,47,63,6.0,1
5.8,72,55,93,5.6,1
7.2,62,54,84,6.7,1
8.2,87,69,26,3.6,1
1.4,96,71,40,7.8,1
2.8,64,65,67,4.1,1
3.1,82,80,21,5.5,1
11.4,63,73,63,5.1,1
1.0,57,79,66,5.9,1
3.1,42,81,65,3.4,1
9.5,78,73,23,6.7,1
6.1,82,83,24,9.1,1
4.3,83,71,58,5.0,1
4.0,88,96,36,4.5,1
5.3,60,79,85,5.7,1
8.5,47,27,39,4.1,0
3.9,87,54,56,4.4,1
5.4,72,45,24,7.4,1
3.1,77,20,24,4.2,0
8.1,99,69,32,4.4,1
5.5,88,30,74,4.5,1
7.9,37,30,42,4.5,1
8.3,32,53,97,4.2,1
4.6,36,39,87,6.9,1
6.9,52,49,62,8.2,1
2.1,54,60,92,9.5,1
6.1,52,41,91,9.0,1
1.9,100,25,35,6.4,1
4.2,77,56,23,9.4,1
10.9,89,74,27,8.8,1
2.1,65,81,92,8.3,1
4.4,70,44,52,4.0,1
9.0,57,83,30,8.5,1
9.5,46,43,60,7.7,1
9.5,94,42,64,9.0,1
1.5,34,90,60,4.9,1
5.1,87,78,75,4.2,1
2.1,73,50,78,3.3,1
6.6,87,94,45,8.9,1
5.8,58,78,91,6.5,1
10.9,37,70,54,8.7,1
4.0,61,58,24,7.7,0
4.9,46,68,49,3.1,1
8.8,96,84,30,8.3,1
5.1,40,30,98,4.3,1
9.4,47,31,42,3.2,0
9.9,32,38,38,8.8,1
9.9,83,65,82,3.5,1
5.8,57,46,88,7.8,1
1.9,58,39,97,6.6,1
4.4,41,73,59,7.5,1
2.6,39,25,72,5.9,0
4.8,86,78,42,5.8,1
10.8,67,54,95,4.2,1
2.1,66,40,57,6.0,1
4.5,86,45,40,5.9,1
3.9,36,74,100,4.4,1
6.0,35,20,41,8.4,1
8.7,90,42,81,7.1,1
1.1,72,98,75,3.9,1
6.4,69,34,60,4.9,1
3.6,99,27,32,6.1,0
6.6,91,68,78,5.6,1
2.0,91,28,90,6.6,1
8.8,87,52,71,3.2,1
4.6,67,27,71,9.5,1
5.8,66,65,62,3.6,1
4.7,40,38,56,3.5,1
9.7,98,69,41,5.4,1
4.6,55,95,89,6.3,1
3.3,60,28,61,6.4,1
11.4,82,65,57,3.4,1
9.4,38,47,55,6.0,1
2.8,78,47,51,8.6,1
7.9,40,59,27,9.1,1
10.4,90,40,28,5.5,1
10.6,46,21,89,5.7,1
8.8,42,59,69,3.6,1
2.7,40,26,21,8.8,0
11.7,72,56,81,6.4,1
7.9,58,96,80,6.4,1
2.6,36,28,37,6.5,1
9.7,94,31,23,4.2,1
8.3,40,26,81,6.2,1
3.9,65,28,44,3.6,1
11.3,66,89,100,4.3,1
10.7,39,89,43,4.2,1
9.0,61,42,45,9.5,1
7.1,70,24,89,6.3,1
1.4,41,56,42,4.1,0
8.1,37,49,38,7.5,1
7.9,77,88,89,3.6,1
1.5,31,54,51,4.0,1
11.6,38,26,76,9.8,1
1.1,85,97,37,9.8,1
2.8,71,43,35,6.2,0
2.0,83,38,51,6.8,1
6.8,67,28,48,9.8,1
3.3,84,36,84,6.8,1
3.5,52,85,47,9.4,1
11.5,99,71,94,8.4,1
4.1,41,21,27,8.9,0
1.5,85,57,30,9.1,1
6.8,30,94,60,9.6,1
5.5,53,54,57,8.8,1
9.4,97,50,33,6.8,1
4.0,44,79,96,8.3,1
5.0,31,58,22,8.7,1
5.8,56,59,81,5.7,1
8.9,88,47,62,4.4,1
1.6,66,52,57,4.3,1
1.2,54,82,63,3.9,1
10.9,30,34,95,4.4,1
10.4,100,80,30,5.4,1
1.9,53,48,30,6.7,0
8.0,51,41,48,5.4,1
10.5,84,67,72,4.4,1
1.2,65,64,44,9.0,0
8.3,89,52,39,9.4,1
7.9,53,84,87,5.0,1
11.9,54,34,34,8.4,1
10.0,93,67,83,3.5,1
5.5,42,96,96,6.7,1
8.5,79,67,23,8.5,1
3.2,32,81,64,4.3,1
10.1,54,77,24,5.7,1
3.1,72,79,67,6.2,1
6.1,56,33,90,8.5,1
8.2,84,89,38,3.4,1
7.6,49,91,75,5.9,1
9.1,71,85,58,4.0,1
3.6,31,77,24,7.4,1
4.9,68,80,46,7.6,1
9.4,55,43,77,4.1,1
4.2,38,22,75,4.3,1
4.5,55,59,99,6.5,1
2.7,40,52,92,7.1,1
10.4,100,51,68,5.8,1
11.0,88,59,49,9.4,1
9.4,56,30,78,8.2,1
5.7,93,28,37,4.5,1
10.1,84,51,75,9.8,1
5.4,57,21,27,3.6,0
10.1,92,78,39,4.2,1
3.3,90,84,83,3.6,1
3.6,55,72,76,3.3,1
9.1,71,67,32,9.6,1
4.8,70,96,86,8.7,1
9.6,56,24,81,7.0,1
10.1,51,62,47,8.8,1
9.6,67,22,72,3.3,1
6.1,55,50,91,7.1,1
5.0,58,76,64,5.2,1
3.0,77,36,34,9.7,0
5.1,40,53,32,5.2,0
9.0,35,23,28,8.4,0
2.7,79,21,50,3.2,0
7.7,38,44,69,7.9,1
9.4,99,61,50,6.2,1
1.7,95,49,39,9.8,1
3.2,38,22,70,7.8,1
8.7,31,76,39,3.4,1
3.0,59,52,68,7.3,1
10.2,46,92,22,4.5,1
10.1,70,42,83,9.8,1
4.9,89,82,88,4.0,1
1.6,98,73,95,7.5,1
5.6,53,56,58,4.8,1
4.4,84,83,90,5.6,1
4.0,65,48,89,9.0,1
11.9,66,74,29,8.1,1
6.5,41,64,47,9.6,1
7.3,94,66,76,3.5,1
9.7,99,84,75,6.1,1
7.9,60,50,57,9.7,1
8.4,95,23,78,9.2,1
10.7,48,94,32,4.3,1
7.9,98,63,28,8.4,1
11.7,100,81,22,6.7,1
3.3,78,25,68,5.6,0
5.5,88,53,97,6.9,1
10.2,89,100,36,5.5,1
1.2,36,21,47,6.8,0
8.2,73,69,65,3.7,1
5.1,46,94,91,7.2,1
3.7,78,38,91,9.1,1
6.7,63,44,37,3.3,1
7.0,60,41,29,6.1,0
3.3,70,27,75,4.9,1
1.0,94,73,61,7.0,1
10.8,46,58,77,3.1,1
1.5,73,30,37,3.4,0
6.2,77,25,60,8.7,1
7.0,77,27,33,9.4,1
2.6,80,56,58,4.4,1
7.0,51,65,89,5.7,1
10.0,66,63,93,7.7,1
1.6,32,95,46,7.8,1
11.0,84,23,63,6.4,1
4.3,73,55,22,4.7,1
1.9,66,55,99,8.9,1
6.5,30,36,74,5.0,1
4.1,90,61,39,8.2,1
12.0,98,37,21,3.4,1
10.1,85,86,62,9.7,1
5.0,88,26,42,4.5,0
4.1,76,41,70,7.2,1
7.5,36,88,34,8.6,1
9.7,94,32,80,8.2,1
7.7,90,56,97,8.5,1
6.4,52,72,79,3.9,1
10.8,94,22,55,5.5,1
2.1,71,42,24,7.1,0
5.0,87,79,71,8.3,1
4.6,72,87,53,4.1,1
11.7,32,96,26,5.5,1
1.8,85,96,90,9.8,1
9.0,40,44,58,5.1,1
11.2,66,96,31,4.7,1
4.4,69,37,85,7.6,1
3.2,51,86,62,6.2,1
10.2,97,60,37,6.7,1
3.7,85,100,85,8.6,1
3.8,90,55,51,4.6,1
4.1,35,39,71,8.0,1
4.8,40,54,47,6.7,1
5.8,34,38,51,4.1,0
2.4,88,21,52,5.4,1
3.0,87,39,92,7.5,1
12.0,40,85,20,3.3,1
4.8,67,66,85,6.2,1
3.1,50,28,97,5.4,1
9.7,85,21,29,9.5,1
8.4,31,64,100,9.2,1
10.3,81,97,52,4.4,1
4.7,95,58,27,7.0,1
7.7,69,20,66,4.9,1
2.8,93,39,48,3.7,0
8.4,78,35,64,6.1,1
2.3,61,90,56,5.7,1
5.5,86,75,71,9.8,1
8.7,51,26,30,5.0,0
3.0,46,46,82,5.1,1
3.7,49,32,71,4.3,1
11.4,79,25,78,5.9,1
10.0,30,38,61,7.3,1
5.6,58,24,35,4.2,1
2.6,68,22,99,7.4,1
10.8,72,87,60,9.3,1
9.7,98,91,87,8.9,1
1.2,68,77,100,8.8,1
2.0,78,25,69,6.1,0
8.7,43,49,90,7.6,1
6.7,100,56,58,8.3,1
2.3,97,82,99,9.2,1
9.0,81,43,38,9.5,1
1.3,71,32,45,4.9,1
11.6,72,89,82,9.7,1
11.9,38,22,22,9.9,1
4.2,93,63,75,7.9,1
6.7,44,60,82,9.6,1
4.3,51,43,94,4.6,1
6.0,46,92,85,7.7,1
4.3,91,45,68,9.8,1
9.0,42,23,85,9.6,1
10.3,77,44,97,9.7,1
10.5,83,95,39,9.4,1
1.1,44,31,61,6.4,0
3.0,53,60,93,3.2,1
1.4,61,39,64,4.8,1
4.6,58,89,42,9.8,1
5.9,99,53,72,6.2,1
7.0,31,89,38,6.3,1
3.1,65,87,82,3.0,1
9.9,62,48,31,8.8,1
2.0,96,33,95,5.0,1
3.2,37,51,56,5.3,1
4.8,52,89,20,9.2,1
12.0,45,35,33,8.3,1
10.9,51,91,69,3.9,1
10.4,96,58,60,9.6,1
8.6,64,75,83,6.4,1
7.1,94,42,36,3.7,1
3.0,85,44,44,7.9,1
3.1,68,88,69,3.6,1
1.2,73,34,57,7.8,1
2.9,83,75,81,6.9,1
6.1,94,85,81,9.8,1
1.3,30,84,23,5.7,1
8.5,70,91,72,3.4,1
10.0,38,76,61,9.9,1
8.2,73,20,100,5.3,1
8.7,88,28,80,8.4,1
4.3,34,25,99,4.0,1
2.9,49,37,54,3.9,1
9.8,40,65,72,5.3,1
6.9,85,74,57,6.5,1
9.3,65,47,27,7.8,1
11.6,83,24,25,6.2,1
9.0,91,35,67,8.7,1
5.3,91,47,23,3.3,0
1.1,68,59,31,4.1,0
1.1,46,35,25,9.1,0
5.6,65,86,24,4.0,1
4.4,81,69,96,9.3,1
8.4,41,88,59,10.0,1
1.4,88,35,41,9.0,1
11.0,99,89,31,5.8,1
10.0,52,97,27,5.8,1
3.0,88,55,90,6.7,1
1.0,95,94,57,3.8,1
12.0,36,24,32,8.2,1
3.5,67,81,82,9.8,1
7.4,54,22,67,5.8,1
8.4,81,61,36,3.9,1
1.4,44,29,55,6.3,0
8.0,46,82,65,3.9,1
7.1,81,53,80,3.2,1
10.9,80,89,32,6.9,1
9.9,46,63,32,5.3,1
6.4,80,84,62,3.1,1
6.9,70,65,52,4.1,1
10.6,85,60,83,9.8,1
7.5,59,74,81,3.2,1
9.3,98,53,79,7.6,1
5.7,41,37,91,4.4,1
2.8,88,64,42,5.3,1
1.3,55,53,35,8.5,0
4.3,30,34,29,6.2,0
3.3,82,33,59,6.4,1
9.7,41,92,59,9.1,1
2.1,59,25,24,5.7,0
2.3,59,29,66,6.3,0
8.6,31,87,98,5.3,1
9.6,31,52,87,5.5,1
10.3,54,81,97,9.8,1
4.1,34,25,53,5.4,0
7.5,77,37,95,9.6,1
2.4,99,70,62,9.8,1
2.7,42,25,82,4.2,1
5.5,45,31,30,5.6,0
11.6,67,70,30,9.1,1
4.6,31,89,92,6.7,1
11.0,35,78,98,3.5,1
5.1,100,68,39,6.9,1
5.8,72,45,79,6.4,1
3.6,96,77,88,3.5,1
2.4,52,96,66,7.8,1
8.8,67,75,61,5.1,1
2.6,42,88,22,3.8,0
10.3,73,86,37,9.2,1
1.9,88,69,65,9.9,1
5.3,85,60,64,3.7,1
9.4,91,70,94,3.7,1
3.7,90,57,32,4.2,1
8.2,68,74,100,5.6,1
1.2,34,72,92,6.8,1
3.9,64,82,96,5.5,1
9.2,100,39,44,6.8,1
8.1,84,98,83,7.4,1
2.7,58,71,35,6.7,1
10.8,36,61,92,8.8,1
5.8,56,59,71,8.8,1
4.8,68,78,84,6.7,1
1.8,47,60,30,6.4,0
2.5,61,26,66,5.9,1
3.5,35,57,82,7.5,1
2.8,43,82,55,7.2,1
4.6,87,80,41,4.1,1
11.7,89,77,82,3.3,1
6.0,55,28,22,4.3,0
10.9,99,99,70,8.9,1
10.9,46,23,52,6.5,1
6.9,55,78,34,5.4,1
10.2,99,70,35,8.7,1
7.0,83,33,95,9.3,1
6.4,75,30,21,7.7,1
9.3,77,55,46,9.5,1
5.3,61,29,58,9.1,1
2.3,50,98,81,3.7,1
5.8,77,87,20,8.8,1
1.3,100,51,32,6.1,0
6.6,41,40,40,9.5,1
11.6,45,95,81,4.7,1
9.6,89,39,27,3.3,1
4.1,36,45,68,8.4,1
1.3,70,44,74,7.3,1
8.1,72,52,96,5.2,1
11.0,40,86,27,9.4,1
10.8,55,71,39,7.0,1
6.9,39,99,56,6.1,1
1.5,86,75,26,4.3,1
11.3,67,35,35,4.3,1
1.8,52,40,44,6.7,1
2.6,83,40,57,4.5,1
5.2,62,66,80,8.7,1
1.1,66,96,93,9.9,1
8.0,74,20,39,6.6,1
4.6,51,64,90,7.4,1
6.0,75,47,32,8.7,1
9.9,95,89,69,7.4,1
9.0,94,95,93,9.2,1
1.8,98,55,62,4.2,1
1.1,83,33,100,4.1,1
5.8,73,28,82,7.6,1
4.6,61,68,100,5.0,1
11.9,97,23,29,8.7,1
8.5,66,66,23,9.0,1
8.7,84,40,43,4.6,1
